chromosome	start	end	name	enhancer_activity	predicted_tissue_activity
10	107100364	107100665	HACNS_59;2xHAR.530	No	N/A
10	108527757	108528056	HACNS_849	Yes	other
10	108809368	108809595	ANC133;HACNS_5;2xHAR.55	No	N/A
10	113172816	113172829	2xHAR.134	No	N/A
10	114345694	114346003	ANC171	Yes	limb
10	115059144	115059319	ANC502	No	N/A
10	115312248	115312312	HACNS_31	No	N/A
10	116466652	116466669	2xHAR.206	No	N/A
10	117636353	117636594	ANC503	No	N/A
10	117775221	117775327	HACNS_558	Yes	brain;neural_tube
10	119507602	119507821	HACNS_278;ANC172	No	N/A
10	119803249	119803548	ANC504	Yes	other
10	120137707	120138104	BUSH08_11;HACNS_337	No	N/A
10	120175321	120175525	ANC505	No	N/A
10	122169782	122170099	HACNS_289	No	N/A
10	122945673	122946002	ANC78;2xHAR.228	No	N/A
10	122948084	122948306	HACNS_212	No	N/A
10	125156057	125156397	ANC506	No	N/A
10	125273687	125273865	ANC507;2xHAR.419	Yes	brain;neural_tube
10	126812857	126812879	2xHAR.332	Yes	heart;limb
10	127190086	127190424	BUSH08_12	No	N/A
10	130774152	130774364	HACNS_850	No	N/A
10	130844170	130844395	HAR56;2xHAR.532;ANC173	Yes	other
10	130970067	130970425	HACNS_8;ANC57	No	N/A
10	130982058	130982281	ANC508	No	N/A
10	131129432	131129500	2xHAR.400	No	N/A
10	131232877	131233072	HACNS_271;ANC509	No	N/A
10	131560944	131561518	ANC510	Yes	brain
10	131754168	131754688	ANC511	Yes	brain
10	133355893	133355955	2xHAR.340	No	N/A
10	134471350	134472057	HACNS_475	No	N/A
11	508178	508761	ANC563	No	N/A
11	2646010	2646863	ANC136	No	N/A
11	3853076	3853272	HACNS_769	No	N/A
11	7435936	7436272	HACNS_540	No	N/A
11	8337517	8337800	2xHAR.286;HACNS_364	Yes	other
11	8378650	8378871	ANC565;HAR77;2xHAR.135	Yes	neural_tube
11	8383717	8384193	HACNS_146;2xHAR.346	No	N/A
11	10342686	10343041	ANC532	No	N/A
11	14128627	14129007	ANC544	Yes	other
11	15522865	15523490	ANC545	Yes	other
11	16133871	16134319	ANC546	Yes	brain
11	16423720	16424159	ANC547	Yes	brain;neural_tube
11	19806909	19807205	ANC183;HACNS_684	No	N/A
11	22492991	22493295	ANC548	No	N/A
11	22513317	22513656	ANC549;2xHAR.235	Yes	brain;limb
11	28139147	28139520	ANC550	No	N/A
11	28597497	28597787	HACNS_498	No	N/A
11	30592916	30592955	2xHAR.95	No	N/A
11	30718513	30718672	HACNS_144;ANC551	No	N/A
11	30741300	30741499	HACNS_937	No	N/A
11	30952349	30952670	HACNS_648	No	N/A
11	31268253	31268629	ANC552	Yes	other
11	31686452	31686846	ANC553;2xHAR.514	No	N/A
11	31830764	31830791	2xHAR.441	Yes	brain;neural_tube
11	32037199	32037333	ANC184;BUSH08_13;2xHAR.456	No	N/A
11	32128760	32129195	ANC390	No	N/A
11	32499033	32499063	2xHAR.326	No	N/A
11	33928249	33928741	HACNS_860	Yes	brain
11	34732262	34732675	ANC31	No	N/A
11	34764291	34764409	ANC554;2xHAR.226	No	N/A
11	35446122	35446136	2xHAR.109	Yes	other
11	35644714	35644994	HACNS_503;2xHAR.506	Yes	limb
11	35896200	35896534	ANC555	No	N/A
11	36101849	36101983	ANC556	No	N/A
11	37018052	37018362	HACNS_687	No	N/A
11	38536109	38536301	ANC557	No	N/A
11	39575869	39576030	HACNS_331;ANC558	No	N/A
11	40715404	40715606	HACNS_522	No	N/A
11	42071022	42071245	HACNS_606	No	N/A
11	42377295	42377522	2xHAR.466	No	N/A
11	42576008	42576123	ANC559	No	N/A
11	42618379	42618711	ANC560	Yes	other
11	44436409	44436909	ANC561	No	N/A
11	46942192	46942212	2xHAR.210	Yes	heart
11	47043193	47043420	HAR121;HACNS_245	Yes	brain;neural_tube
11	47091837	47091966	HACNS_758	No	N/A
11	49339511	49339657	ANC562	No	N/A
11	49598205	49598463	ANC80	No	N/A
11	50114819	50114945	ANC424	No	N/A
11	56118895	56119339	ANC185	No	N/A
11	63924912	63925246	HACNS_283	No	N/A
11	74630631	74631010	ANC564	No	N/A
11	79171622	79171772	HACNS_301	Yes	limb
11	79338429	79338665	ANC186;BUSH08_14	Yes	other
11	79721862	79722219	HACNS_733;HAR48	No	N/A
11	79786055	79786290	HACNS_233	No	N/A
11	80532243	80532449	HACNS_728	No	N/A
11	81018201	81018406	ANC187	No	N/A
11	83422394	83422586	HACNS_745	No	N/A
11	87462477	87462729	ANC566	No	N/A
11	89231856	89232323	ANC567	No	N/A
11	91579774	91580037	HACNS_774	No	N/A
11	91820828	91820865	2xHAR.184	No	N/A
11	92340691	92340857	ANC568	No	N/A
11	95015617	95015966	ANC569	Yes	brain;limb
11	96028302	96028500	ANC570	Yes	other
11	96831551	96831919	HACNS_721;ANC571	No	N/A
11	97457165	97457523	ANC81	No	N/A
11	98524353	98524656	ANC82	No	N/A
11	100447375	100447660	HACNS_775	Yes	other
11	109297851	109298156	ANC39	No	N/A
11	109403875	109404155	HACNS_759;ANC533	No	N/A
11	110951765	110952083	HACNS_790	Yes	limb
11	111309790	111309991	HACNS_491	No	N/A
11	112781754	112782166	ANC534	No	N/A
11	112944247	112944430	HACNS_872	No	N/A
11	114014953	114015219	ANC535	Yes	limb
11	114099764	114100193	ANC180;BUSH08_15;HAR40;2xHAR.230	Yes	brain;neural_tube
11	114799193	114799383	HAR181	No	N/A
11	115086734	115086933	HACNS_249	No	N/A
11	115155689	115155898	HACNS_698	Yes	neural_tube
11	115214219	115214401	ANC536	No	N/A
11	115350216	115350506	ANC537	No	N/A
11	115563356	115563482	HAR188	Yes	other
11	115648182	115648526	HACNS_548;2xHAR.87	No	N/A
11	115924312	115924542	HAR172	Yes	brain;neural_tube
11	116045070	116045261	ANC181;2xHAR.116	Yes	brain
11	116240407	116240609	2xHAR.298	Yes	other
11	116431419	116431595	HAR185	Yes	other
11	117333214	117333583	HACNS_459;HAR94	Yes	other
11	118796334	118796366	2xHAR.62	Yes	brain;heart;neural_tube
11	119547415	119547563	HACNS_467	No	N/A
11	119851124	119851295	HACNS_858	No	N/A
11	120640761	120641144	HACNS_73	No	N/A
11	121801206	121801409	ANC538	Yes	brain;limb;neural_tube
11	125220634	125220648	2xHAR.32	Yes	heart;neural_tube
11	126784915	126785177	ANC539	Yes	limb
11	127013462	127013655	HACNS_15	No	N/A
11	127064075	127064309	HACNS_123	Yes	brain
11	128346624	128346957	HACNS_334;2xHAR.384	Yes	other
11	128553832	128553912	2xHAR.415	No	N/A
11	129274665	129274906	ANC182	No	N/A
11	130965377	130965778	ANC40;HACNS_28;HAR14	Yes	brain
11	131265490	131265637	HAR120	No	N/A
11	131462808	131462909	2xHAR.504	Yes	brain;neural_tube
11	131522845	131522870	2xHAR.446	Yes	brain
11	131667531	131668061	HACNS_839;ANC540;ANC541	No	N/A
11	131681355	131681825	ANC542	Yes	other
11	131683867	131684292	HACNS_927	No	N/A
11	131852583	131852705	HACNS_58	Yes	brain;neural_tube
11	131948475	131948847	HACNS_69	No	N/A
11	132809661	132809996	HACNS_63;ANC389	Yes	other
11	133142808	133142933	HACNS_304	No	N/A
11	133260751	133260924	BUSH08_16	No	N/A
11	133533771	133533927	HACNS_497	No	N/A
11	133810891	133811164	ANC543	No	N/A
12	974178	974588	ANC22;HAR5;2xHAR.557;HACNS_7	No	N/A
12	3246874	3247040	HACNS_105;BUSH08_17;ANC190	Yes	heart;limb
12	3600750	3600766	2xHAR.106	No	N/A
12	9961715	9961877	ANC602	No	N/A
12	12472949	12473205	ANC576	Yes	brain;limb
12	12735926	12736239	HACNS_20;ANC41	No	N/A
12	14047086	14047404	ANC189	No	N/A
12	16125151	16125330	ANC578	No	N/A
12	16171036	16171679	2xHAR.447	No	N/A
12	16236954	16237124	ANC579;HACNS_79	No	N/A
12	16350690	16350764	2xHAR.489	No	N/A
12	16704985	16705168	HACNS_121	Yes	other
12	16859733	16860030	HACNS_866	No	N/A
12	17290464	17290740	ANC42;2xHAR.179	No	N/A
12	17583262	17583696	ANC580	No	N/A
12	17939223	17939533	HACNS_66	No	N/A
12	19461372	19461698	ANC391	No	N/A
12	23138955	23139506	ANC581	No	N/A
12	23343161	23344184	ANC582	No	N/A
12	24034426	24034805	ANC583	Yes	other
12	24169314	24169572	HACNS_610	No	N/A
12	24382927	24383330	ANC584	Yes	brain;neural_tube
12	24392352	24392660	HACNS_717	No	N/A
12	31030298	31030498	ANC585	No	N/A
12	33947563	33947848	ANC59	No	N/A
12	41906970	41906983	2xHAR.100	No	N/A
12	41981597	41981748	ANC586	No	N/A
12	42219775	42219988	HACNS_629	No	N/A
12	43390585	43390843	ANC587	No	N/A
12	43585774	43585921	HACNS_321	No	N/A
12	45188653	45188948	ANC588	Yes	other
12	48152928	48153096	ANC589	Yes	heart;neural_tube
12	54197067	54197251	HACNS_694	No	N/A
12	58526229	58526320	2xHAR.399	No	N/A
12	60669714	60669728	2xHAR.314	No	N/A
12	60916495	60916754	2xHAR.513;HAR7;HACNS_660	No	N/A
12	61161437	61161497	2xHAR.199	No	N/A
12	61426448	61426567	HAR57	No	N/A
12	64790517	64790717	ANC590	No	N/A
12	67372856	67372899	2xHAR.159	No	N/A
12	67451529	67451704	HACNS_499	No	N/A
12	68286895	68287072	HACNS_129	Yes	brain
12	69351136	69351440	ANC191	No	N/A
12	72374304	72374657	ANC591	Yes	brain
12	72396925	72397242	ANC592	No	N/A
12	72477182	72477385	2xHAR.386	Yes	brain
12	72542091	72542227	HACNS_569	No	N/A
12	72611429	72611630	HACNS_817	No	N/A
12	72627909	72628195	ANC593	No	N/A
12	72816138	72816382	HACNS_678	No	N/A
12	72966190	72966441	HACNS_536	No	N/A
12	73486282	73486348	2xHAR.322	No	N/A
12	73671701	73671911	ANC594	No	N/A
12	73672720	73672741	2xHAR.249	No	N/A
12	77343368	77343511	HACNS_111	Yes	other
12	79462003	79462308	HACNS_640	Yes	other
12	79620666	79620977	HACNS_910	No	N/A
12	83656519	83656537	2xHAR.244	No	N/A
12	84313001	84313260	ANC83	No	N/A
12	86726799	86727040	HACNS_921	Yes	brain
12	86984560	86984795	ANC595	No	N/A
12	89743565	89743941	HACNS_240	Yes	brain;limb;neural_tube
12	90301718	90301752	2xHAR.482	Yes	brain
12	90460124	90460301	ANC596	No	N/A
12	91997535	91997881	ANC597	No	N/A
12	92191318	92191689	ANC192	No	N/A
12	92562152	92562604	ANC598	No	N/A
12	92757453	92757484	2xHAR.491	Yes	other
12	94928969	94929082	ANC599;HAR26;2xHAR.178	No	N/A
12	97363557	97363753	HACNS_972	No	N/A
12	97507506	97507651	ANC600	No	N/A
12	97931252	97931624	ANC601	Yes	other
12	98126179	98127046	ANC375	No	N/A
12	99728061	99728336	ANC193	No	N/A
12	102613510	102613618	2xHAR.480	No	N/A
12	102850102	102850466	ANC188	No	N/A
12	103684042	103684296	2xHAR.205	No	N/A
12	108342254	108342429	HACNS_685	No	N/A
12	108357458	108357653	ANC572;2xHAR.478	No	N/A
12	110552141	110552162	2xHAR.490	No	N/A
12	111016260	111016312	2xHAR.354	No	N/A
12	113581892	113582270	ANC573	No	N/A
12	113999034	113999276	2xHAR.256	No	N/A
12	114318972	114319168	HACNS_674	No	N/A
12	114467996	114468201	HACNS_673	No	N/A
12	115299960	115300196	ANC574	No	N/A
12	119363800	119364010	HACNS_318;ANC575	No	N/A
12	120848336	120848837	ANC415	No	N/A
12	130335918	130336042	HACNS_577	No	N/A
12	133702061	133702445	ANC577	No	N/A
13	19526878	19527035	ANC378	No	N/A
13	21522089	21522425	ANC610	No	N/A
13	22495866	22496061	ANC194	No	N/A
13	23510780	23511042	ANC30	No	N/A
13	24928553	24928885	ANC5	No	N/A
13	28540234	28540405	BUSH08_18	Yes	brain;neural_tube
13	32180033	32180170	ANC611	Yes	other
13	34644292	34644527	ANC612	Yes	limb
13	34951368	34951595	ANC195	Yes	brain
13	38527944	38528092	BUSH08_19	No	N/A
13	39357190	39357318	2xHAR.118	No	N/A
13	40661399	40661633	HACNS_295;HAR53	Yes	brain;neural_tube
13	42281055	42281163	ANC613	Yes	limb
13	43809281	43809522	ANC614	No	N/A
13	43889748	43890052	ANC615;HACNS_336	Yes	brain
13	44619366	44619586	HACNS_595	Yes	brain;limb;neural_tube
13	48224532	48224555	2xHAR.550	Yes	other
13	49000892	49001249	ANC616	No	N/A
13	53499998	53500334	HACNS_239	Yes	other
13	53837375	53837633	ANC617	No	N/A
13	54152600	54153039	ANC196	No	N/A
13	54399706	54400024	ANC618	No	N/A
13	56506713	56507012	ANC619	No	N/A
13	59220092	59220222	ANC620	No	N/A
13	60084918	60085394	HACNS_494	No	N/A
13	60159505	60159592	2xHAR.476	No	N/A
13	60692168	60692360	HACNS_794	No	N/A
13	60954640	60954787	HACNS_917	No	N/A
13	61846763	61847012	HACNS_531	No	N/A
13	63665795	63666134	ANC621	No	N/A
13	64221242	64221375	HACNS_430	No	N/A
13	65031235	65031516	ANC622	Yes	other
13	66047405	66047618	HACNS_406	No	N/A
13	66190908	66191217	ANC416	No	N/A
13	67620249	67620276	2xHAR.425	No	N/A
13	67824370	67824587	HACNS_746	No	N/A
13	68011425	68011710	ANC623	No	N/A
13	68080424	68080643	ANC624	Yes	other
13	68194794	68195041	ANC43;BUSH08_20;2xHAR.124	Yes	other
13	69303695	69303993	HACNS_104	No	N/A
13	69670936	69671071	HAR95	No	N/A
13	69948245	69948439	ANC625	No	N/A
13	71132964	71133156	ANC626	No	N/A
13	71533163	71534052	HACNS_567	Yes	other
13	71723752	71724353	HACNS_60;HAR119;2xHAR.18	Yes	other
13	71800535	71800677	HACNS_222	No	N/A
13	71825601	71826180	BUSH08_21	No	N/A
13	71897607	71897751	HAR145	No	N/A
13	72212291	72213257	ANC197	Yes	other
13	72341645	72341994	HAR137	No	N/A
13	72373582	72373697	HAR67	Yes	other
13	72518566	72519254	ANC84;HAR163	No	N/A
13	72529023	72529038	2xHAR.296	No	N/A
13	72818601	72819273	ANC627	No	N/A
13	73085346	73085679	ANC628	No	N/A
13	73114822	73115548	ANC23;HACNS_11;HAR15;2xHAR.5;2xHAR.125	Yes	other
13	74879898	74880324	ANC629	Yes	limb
13	75254027	75254488	ANC630	No	N/A
13	75411834	75411972	HACNS_437	No	N/A
13	75540774	75541131	ANC198	Yes	limb
13	76739526	76739737	HACNS_645	No	N/A
13	77063374	77063677	2xHAR.293	No	N/A
13	79121232	79121771	ANC631	No	N/A
13	80422379	80422598	ANC632	No	N/A
13	82546471	82546786	HACNS_313	No	N/A
13	83962015	83962038	2xHAR.271	No	N/A
13	84264323	84264479	ANC633	No	N/A
13	84866794	84867036	HACNS_55	No	N/A
13	85121663	85122003	HACNS_172	No	N/A
13	87805708	87805918	HACNS_616	No	N/A
13	88759783	88759986	ANC634	No	N/A
13	89833344	89833526	HACNS_979	No	N/A
13	91137512	91138025	HACNS_841;BUSH08_22	Yes	limb
13	91847876	91848164	ANC635	No	N/A
13	92972675	92972853	ANC636	No	N/A
13	93459716	93459913	HACNS_472	Yes	other
13	94361802	94361949	HACNS_329	Yes	limb
13	94430150	94430396	HACNS_533;HAR59	Yes	brain
13	94459054	94459287	HAR102	Yes	brain
13	94506194	94506390	ANC637	No	N/A
13	94888297	94888329	2xHAR.474	No	N/A
13	95480586	95480802	HACNS_510;ANC638	Yes	other
13	95599769	95599947	HACNS_643	Yes	brain;neural_tube
13	95600140	95600795	ANC639	Yes	brain;neural_tube
13	96430966	96431356	ANC199	No	N/A
13	96978006	96978313	HACNS_614	No	N/A
13	97207875	97208190	ANC200	No	N/A
13	97211852	97212282	HACNS_367;ANC392	No	N/A
13	97262883	97263265	ANC640;HACNS_292	No	N/A
13	97274143	97274320	HACNS_164	No	N/A
13	97319534	97319860	HACNS_725	No	N/A
13	97422090	97422436	ANC641	Yes	brain
13	97461403	97461566	HACNS_386	Yes	other
13	97496505	97496758	HACNS_632;ANC642	No	N/A
13	97712817	97713125	ANC643	No	N/A
13	97925656	97925808	HACNS_83	No	N/A
13	99842842	99843029	ANC644	No	N/A
13	100578312	100578627	HACNS_38	Yes	limb
13	101126008	101126524	HACNS_254;2xHAR.344	Yes	brain
13	102373270	102373316	2xHAR.190	No	N/A
13	103597740	103598051	HACNS_604	No	N/A
13	103796003	103796030	2xHAR.232	No	N/A
13	103900890	103901280	ANC603	No	N/A
13	104342386	104342811	ANC604	No	N/A
13	104796524	104796780	HACNS_188	Yes	brain;neural_tube
13	105465054	105465196	ANC605	No	N/A
13	105655822	105656054	ANC606	Yes	other
13	105669785	105670193	ANC607	No	N/A
13	106357704	106357819	HAR105	No	N/A
13	106836188	106836335	ANC608	No	N/A
13	106946998	106947126	HACNS_763	No	N/A
13	107275480	107275722	ANC609	Yes	other
13	112264063	112264166	2xHAR.320	No	N/A
13	112639312	112639479	HACNS_396	No	N/A
14	19628689	19628815	ANC145	No	N/A
14	19684594	19684749	ANC24	No	N/A
14	19946578	19946704	ANC146	No	N/A
14	21190384	21191218	ANC379	No	N/A
14	22989334	22989546	ANC646	Yes	other
14	23840870	23841006	HACNS_528	No	N/A
14	24476271	24476413	ANC647	Yes	heart
14	26099041	26099222	HACNS_225	No	N/A
14	26365042	26365123	2xHAR.120	No	N/A
14	26465032	26465074	2xHAR.543	No	N/A
14	26594199	26594480	HAR162	No	N/A
14	26642930	26643602	HACNS_801	No	N/A
14	27295002	27295205	ANC648	No	N/A
14	28309461	28310017	ANC649	Yes	brain
14	28557115	28557131	2xHAR.189	Yes	brain
14	28599682	28600477	2xHAR.82;HACNS_165	No	N/A
14	29044341	29044669	ANC201	No	N/A
14	30265195	30265539	ANC650	No	N/A
14	30604123	30604617	2xHAR.37	No	N/A
14	31880036	31880274	ANC651	Yes	other
14	33197172	33197384	ANC652	No	N/A
14	33203403	33203606	HAR144	No	N/A
14	33231133	33231627	ANC202	Yes	other
14	33417004	33417239	HAR96	No	N/A
14	33417751	33418104	ANC85;HACNS_658	Yes	other
14	33488371	33489113	ANC45;HACNS_490;HAR189	No	N/A
14	33496341	33496595	ANC653;HACNS_553	Yes	other
14	33526950	33527050	HAR21	No	N/A
14	33649062	33649291	HACNS_220	No	N/A
14	33687897	33688536	ANC203	No	N/A
14	33710550	33711235	ANC654	No	N/A
14	33760859	33760976	HAR173	No	N/A
14	33819145	33819460	HACNS_96	Yes	brain
14	34045569	34045772	HAR202	No	N/A
14	34048650	34048815	2xHAR.142	No	N/A
14	34065558	34065810	HAR89	Yes	limb
14	34080969	34081176	ANC655	Yes	limb
14	34130320	34131118	2xHAR.223	No	N/A
14	34160095	34160414	2xHAR.157	No	N/A
14	34161492	34161808	ANC656	Yes	limb
14	34179176	34179449	ANC657	Yes	limb
14	34261807	34262043	2xHAR.122	Yes	other
14	34652755	34652982	HACNS_780	No	N/A
14	36550251	36550390	ANC658	No	N/A
14	36557506	36557952	ANC659	No	N/A
14	36661739	36661776	2xHAR.428	Yes	other
14	37374831	37375087	ANC660	Yes	brain
14	37383857	37384173	ANC661	Yes	other
14	37503736	37504441	HACNS_328;2xHAR.424	Yes	limb
14	37539815	37540051	HACNS_867	Yes	other
14	37608028	37608669	BUSH08_23;ANC60;2xHAR.44	Yes	brain
14	38492512	38492773	HACNS_602	No	N/A
14	39207332	39207595	HACNS_23	Yes	brain;neural_tube
14	40133273	40133498	ANC662	No	N/A
14	40148030	40148056	2xHAR.345	No	N/A
14	40375266	40375580	ANC663;HACNS_890	No	N/A
14	40733578	40733766	ANC664	No	N/A
14	40789727	40789963	ANC665	No	N/A
14	44695072	44695364	HACNS_308	No	N/A
14	45034896	45035392	HACNS_947	No	N/A
14	45837243	45837513	HACNS_864	No	N/A
14	46268792	46269006	HACNS_320	No	N/A
14	47158167	47158250	2xHAR.211	No	N/A
14	47309413	47309738	2xHAR.48	No	N/A
14	48843159	48843565	HACNS_783;ANC666	Yes	brain
14	48851258	48851467	ANC667	No	N/A
14	49248228	49248336	ANC46	No	N/A
14	49346195	49346217	2xHAR.351	No	N/A
14	49439679	49439944	HACNS_776	Yes	other
14	49525559	49525579	2xHAR.260	No	N/A
14	49973927	49973953	2xHAR.301	No	N/A
14	49988758	49988936	HACNS_770	No	N/A
14	54008724	54009000	ANC668	Yes	limb
14	54348043	54348390	ANC669	Yes	limb
14	61144825	61145054	HACNS_379	No	N/A
14	61690190	61690717	HACNS_723	No	N/A
14	66386589	66387181	HACNS_207	No	N/A
14	66574560	66574886	HACNS_389	No	N/A
14	66797655	66797852	HACNS_605	Yes	brain
14	66930973	66931221	HACNS_951	No	N/A
14	68622887	68623012	ANC204	No	N/A
14	69089620	69089756	ANC670	No	N/A
14	70319283	70319511	HACNS_461	Yes	other
14	73430372	73430609	ANC671	Yes	limb
14	73488804	73488958	HACNS_269	No	N/A
14	76288936	76289401	ANC205	Yes	limb
14	76787274	76787480	2xHAR.52;HACNS_6	No	N/A
14	79042230	79042431	HACNS_914	No	N/A
14	79110960	79111116	HACNS_493	No	N/A
14	79760173	79760406	ANC672	Yes	brain;neural_tube
14	79918523	79918835	ANC673	Yes	other
14	79959419	79959599	ANC674	No	N/A
14	80042294	80042550	HACNS_253	Yes	brain;neural_tube
14	80264794	80264974	HACNS_950	No	N/A
14	80280350	80280382	2xHAR.518	No	N/A
14	82072143	82072592	ANC675	Yes	other
14	82128607	82129254	ANC206	No	N/A
14	82147741	82148057	HACNS_544;ANC207	Yes	brain
14	82158268	82158653	HACNS_991	No	N/A
14	82447464	82447838	HACNS_651	No	N/A
14	82575703	82575828	BUSH08_24	No	N/A
14	83327803	83328067	HACNS_130	No	N/A
14	83550878	83551071	ANC676	No	N/A
14	83595470	83595703	ANC677	No	N/A
14	83717404	83717486	2xHAR.394	Yes	limb
14	83719502	83719607	HAR99	No	N/A
14	85124267	85124469	HACNS_462	Yes	other
14	88360789	88361061	HACNS_178;ANC678	No	N/A
14	89961414	89961610	ANC679	Yes	neural_tube
14	90216193	90216662	HACNS_67	Yes	limb
14	92764238	92764514	HACNS_768	No	N/A
14	92789353	92789368	2xHAR.262	Yes	brain;neural_tube
14	95660639	95660706	2xHAR.380	No	N/A
14	97553685	97553796	ANC680	No	N/A
14	97791682	97791804	HACNS_197	No	N/A
14	98475772	98476067	HACNS_992	No	N/A
14	98575088	98575579	ANC681	No	N/A
14	99071631	99071888	ANC682	No	N/A
14	99084560	99084932	HACNS_450	No	N/A
14	99692869	99693036	ANC683	No	N/A
14	103194302	103194418	ANC645	No	N/A
14	103707805	103708147	ANC44	No	N/A
14	104559843	104559942	2xHAR.522	No	N/A
14	104732791	104732974	HACNS_550	No	N/A
14	105019042	105019084	2xHAR.180	Yes	heart
15	20721491	20721697	ANC684	No	N/A
15	20876437	20876610	ANC147	No	N/A
15	20886431	20886563	ANC68	No	N/A
15	22570713	22570831	ANC425	No	N/A
15	22777687	22777817	ANC413	No	N/A
15	22780708	22780875	ANC9	No	N/A
15	28662067	28662303	ANC66	No	N/A
15	30857828	30858053	ANC685	No	N/A
15	31126560	31126698	ANC16	No	N/A
15	31127126	31127293	ANC10	No	N/A
15	32862523	32862673	ANC686	No	N/A
15	33234095	33234291	ANC687	Yes	other
15	35504139	35504419	ANC688	No	N/A
15	35666102	35666485	ANC689	No	N/A
15	35813893	35814609	ANC690	No	N/A
15	36025879	36026098	HACNS_677	No	N/A
15	36049431	36049961	ANC691	Yes	limb
15	36263177	36263630	HACNS_173	Yes	other
15	36391472	36391801	2xHAR.31;HAR18	No	N/A
15	36414289	36414700	HACNS_837	No	N/A
15	36594472	36594817	ANC692	Yes	limb
15	36722583	36722756	HACNS_961	Yes	limb
15	36726809	36726979	2xHAR.397	Yes	other
15	36738533	36738694	ANC693	No	N/A
15	36889022	36889512	ANC694	No	N/A
15	36913321	36913881	ANC208	No	N/A
15	36964908	36965898	ANC86	No	N/A
15	36967612	36968013	ANC695	No	N/A
15	37177021	37177166	HACNS_486	Yes	brain;neural_tube
15	37190729	37191207	ANC209	No	N/A
15	37200422	37200588	2xHAR.365;ANC696;HACNS_960	Yes	brain;neural_tube
15	37337864	37338383	ANC210	Yes	brain;neural_tube
15	37743703	37743717	2xHAR.133	No	N/A
15	38031004	38031023	2xHAR.243	Yes	other
15	38063708	38064091	ANC697	Yes	other
15	38105615	38106088	ANC698	Yes	other
15	42393606	42393734	ANC699	No	N/A
15	46392261	46392425	ANC700	No	N/A
15	49148747	49148912	HACNS_696	Yes	other
15	53125080	53125096	2xHAR.368	No	N/A
15	56152598	56152612	2xHAR.483	No	N/A
15	57551507	57551732	ANC211	Yes	brain;neural_tube
15	58043851	58044013	HACNS_82	Yes	brain
15	58775837	58775938	ANC701	No	N/A
15	60033321	60033500	ANC702	Yes	other
15	60333979	60334133	HAR81	No	N/A
15	60446677	60446895	ANC703	Yes	other
15	60636519	60636836	2xHAR.375	No	N/A
15	60667561	60667849	ANC87;HACNS_52	Yes	heart;limb
15	61816761	61817060	HACNS_799	No	N/A
15	61935992	61936287	ANC704	Yes	other
15	61979659	61979996	ANC705	Yes	other
15	61992836	61993053	HAR92	No	N/A
15	62047310	62047434	HAR136	Yes	other
15	66322290	66322483	HACNS_847	No	N/A
15	66397916	66398194	HACNS_924	Yes	brain
15	66530131	66530353	ANC706	No	N/A
15	67678127	67678421	HACNS_863	No	N/A
15	67970293	67970522	HACNS_385	No	N/A
15	69436128	69436343	ANC707	Yes	other
15	70111086	70111313	HACNS_844	Yes	other
15	70140731	70140842	HACNS_155	Yes	other
15	70306097	70306284	ANC212	Yes	other
15	70546710	70547014	ANC708	Yes	other
15	71889266	71889527	HACNS_375	Yes	limb
15	72513501	72513664	ANC709	No	N/A
15	73103776	73104170	HACNS_646	No	N/A
15	73290539	73290722	ANC710	No	N/A
15	76764437	76764818	ANC711	No	N/A
15	78000391	78000532	HACNS_257	No	N/A
15	78964053	78964383	HACNS_587	Yes	brain;neural_tube
15	86564726	86564827	HAR131	Yes	other
15	86925692	86925850	ANC712	Yes	brain
15	87025326	87025619	ANC713	No	N/A
15	87031311	87031507	HACNS_649	No	N/A
15	88044069	88044463	ANC25	Yes	brain
15	88398145	88398317	HACNS_230	No	N/A
15	88978083	88978275	HACNS_931	No	N/A
15	90944320	90944344	2xHAR.393	Yes	heart;limb
15	91009541	91009673	2xHAR.317	No	N/A
15	91865115	91865151	2xHAR.472	No	N/A
15	92302513	92302681	ANC714	No	N/A
15	92721323	92721635	ANC393	No	N/A
15	95171480	95171665	HACNS_132;2xHAR.477	No	N/A
15	95448470	95448603	HACNS_237;HAR78	No	N/A
15	96093705	96093950	HAR147	No	N/A
15	96283830	96284078	ANC88;HACNS_119;2xHAR.328	No	N/A
15	96590906	96591010	HACNS_853	Yes	other
15	96728390	96728560	2xHAR.462	No	N/A
15	96805987	96806186	HACNS_575;ANC715	Yes	limb
15	96921895	96922139	HACNS_903	No	N/A
15	96952754	96953009	HACNS_32;ANC394;2xHAR.341	Yes	brain;neural_tube
15	97092382	97092821	ANC716	No	N/A
15	97192139	97192275	2xHAR.258	No	N/A
15	98145940	98146042	HACNS_255	No	N/A
15	98146061	98146489	HAR195;ANC213	No	N/A
15	98196119	98196246	ANC717	Yes	brain;neural_tube
15	98255868	98256060	2xHAR.8;BUSH08_25;ANC11	No	N/A
15	98459168	98459299	HACNS_452	No	N/A
15	100511601	100511853	ANC718	No	N/A
16	4209651	4209751	ANC216;BUSH08_26	No	N/A
16	4663129	4663181	2xHAR.146	No	N/A
16	4766359	4766984	ANC376	No	N/A
16	5508079	5508167	2xHAR.537	No	N/A
16	5561884	5562062	ANC727	No	N/A
16	6098589	6098706	ANC730	No	N/A
16	6496984	6497231	ANC737	No	N/A
16	6759531	6759715	ANC217	No	N/A
16	6920695	6920908	2xHAR.321	No	N/A
